Schluessel,Zeile,Von,Bis,Behinderung,hatTatbestandBE,hatZusatzinformationTatbestandstabelle,gehoertZuTatbestandstabelleBE
'713','6','25','999','N','331944','','731060'
'714','1','5','10','N','331946','','731061'
'715','2','10','15','N','331947','','731061'
'716','3','15','20','N','331948','','731061'
'717','4','20','25','N','331949','','731061'
'718','5','25','999','N','331950','','731061'
'719','1','2','5','N','331308','','731070'
'720','2','5','10','N','331952','','731070'
'721','3','10','15','N','331953','','731070'
'722','4','15','20','N','331954','','731070'
'723','5','20','25','N','331955','','731070'
'724','6','25','999','N','331956','','731070'
'725','1','5','10','N','331960','','731071'
'726','2','10','15','N','331961','','731071'
'727','3','15','20','N','331962','','731071'
'728','4','20','25','N','331963','','731071'
'729','5','25','999','N','331964','','731071'
'730','1','5','10','N','331320','','731080'
'731','2','10','15','N','331321','','731080'
'732','3','15','20','N','331322','','731080'
'733','4','30','999','N','331970','','731080'
'734','5','20','25','N','331968','','731080'
'735','6','25','30','N','331969','','731080'
'736','1','20','25','N','331974','','731081'
'737','2','25','30','N','331975','','731081'
'738','3','30','999','N','331976','','731081'
'739','1','2','5','N','334100','','734000'
'740','2','5','10','N','334600','','734000'
'741','3','10','15','N','334601','','734000'
'742','4','15','20','N','334602','','734000'
'743','5','20','25','N','334603','','734000'
'744','6','25','30','N','334604','','734000'
'745','7','30','999','N','334605','','734000'
'746','1','5','10','N','334606','','734001'
'747','2','10','15','N','334607','','734001'
'748','3','15','20','N','334608','','734001'
'749','4','20','25','N','334609','','734001'
'750','5','25','30','N','334610','','734001'
'751','6','30','999','N','334611','','734001'
'752','1','5','10','N','334612','','734002'
'753','2','10','15','N','334613','','734002'
'754','3','15','20','N','334614','','734002'
'755','4','20','25','N','334615','','734002'
'756','5','25','30','N','334616','','734002'
'757','6','30','999','N','334617','','734002'
'758','1','2','5','N','334118','','734003'
'759','2','5','10','N','334618','','734003'
'760','3','10','15','N','334619','','734003'
'761','4','15','20','N','334620','','734003'
'762','5','20','25','N','334621','','734003'
'763','6','25','30','N','334622','','734003'
'764','7','30','999','N','334623','','734003'
'765','1','5','10','N','334624','','734004'
'766','2','10','15','N','334625','','734004'
'767','3','15','20','N','334626','','734004'
'768','4','20','25','N','334627','','734004'
'769','5','25','30','N','334628','','734004'
'770','6','30','999','N','334629','','734004'
'771','1','5','10','N','334630','','734005'
'772','2','10','15','N','334631','','734005'
'773','3','15','20','N','334632','','734005'
'774','4','20','25','N','334633','','734005'
'775','5','25','30','N','334634','','734005'
'776','6','30','999','N','334635','','734005'
'777','1','2','5','N','334136','','734010'
'778','2','5','10','N','334636','','734010'
'779','3','10','15','N','334637','','734010'
'780','4','15','20','N','334638','','734010'
'781','5','20','25','N','334639','','734010'
'782','6','25','30','N','334640','','734010'
'783','7','30','999','N','334641','','734010'
'784','1','5','10','N','334642','','734011'
'785','2','10','15','N','334643','','734011'
'786','3','15','20','N','334644','','734011'
'787','4','20','25','N','334645','','734011'
'788','5','25','30','N','334646','','734011'
'789','6','30','999','N','334647','','734011'
'790','1','2','5','N','334148','','734012'
'791','2','5','10','N','334648','','734012'
'792','3','10','15','N','334649','','734012'
'793','4','15','20','N','334650','','734012'
'794','5','20','25','N','334651','','734012'
'795','6','25','30','N','334652','','734012'
'796','7','30','999','N','334653','','734012'
'797','1','5','10','N','334654','','734013'
'798','2','10','15','N','334655','','734013'
'799','3','15','20','N','334656','','734013'
'800','4','20','25','N','334657','','734013'
'801','5','25','30','N','334658','','734013'
'802','6','30','999','N','334659','','734013'
'803','1','5','10','N','334160','','734020'
'804','2','10','15','N','334161','','734020'
'805','3','15','20','N','334162','','734020'
'806','4','20','25','N','334660','','734020'
'807','5','25','30','N','334661','','734020'
'808','6','30','999','N','334662','','734020'
'809','1','20','25','N','334666','','734021'
'810','2','25','30','N','334667','','734021'
'811','3','30','999','N','334668','','734021'
'812','1','20','25','N','334672','','734022'
'813','2','25','30','N','334673','','734022'
'814','3','30','999','N','334674','','734022'
'815','1','5','10','N','334178','','734023'
'816','2','10','15','N','334179','','734023'
'817','3','15','20','N','334180','','734023'
'818','4','20','25','N','334678','','734023'
'819','5','25','30','N','334679','','734023'
'820','6','30','999','N','334680','','734023'
'821','1','20','25','N','334684','','734024'
'822','2','25','30','N','334685','','734024'
'823','3','30','999','N','334686','','734024'
'824','1','20','25','N','334690','','734025'
'825','2','25','30','N','334691','','734025'
'826','3','30','999','N','334692','','734025'
'827','1','5','10','N','334196','','734030'
'828','2','10','15','N','334197','','734030'
'829','3','15','20','N','334198','','734030'
'830','4','20','25','N','334696','','734030'
'831','5','25','30','N','334697','','734030'
'832','6','30','999','N','334698','','734030'
'833','1','20','25','N','334702','','734031'
'834','2','25','30','N','334703','','734031'
'835','3','30','999','N','334704','','734031'
'836','1','5','10','N','334208','','734032'
'837','2','10','15','N','334209','','734032'
'838','3','15','20','N','334210','','734032'
'839','4','20','25','N','334708','','734032'
'840','5','25','30','N','334709','','734032'
'841','6','30','999','N','334710','','734032'
'842','1','20','25','N','334714','','734033'
'843','2','25','30','N','334715','','734033'
'844','3','30','999','N','334716','','734033'
'845','1','2','5','N','334220','','734040'
'846','2','5','10','N','334720','','734040'
'847','3','10','15','N','334721','','734040'
'848','4','15','20','N','334722','','734040'
'849','5','20','25','N','334723','','734040'
'850','6','25','30','N','334724','','734040'
'851','7','30','999','N','334725','','734040'
'852','1','5','10','N','334726','','734041'
'853','2','10','15','N','334727','','734041'
'854','3','15','20','N','334728','','734041'
'855','4','20','25','N','334729','','734041'
'856','5','25','30','N','334730','','734041'
'857','6','30','999','N','334731','','734041'
'858','1','2','5','N','334232','','734042'
'859','2','5','10','N','334732','','734042'
'860','3','10','15','N','334733','','734042'
'861','4','15','20','N','334734','','734042'
'862','5','20','25','N','334735','','734042'
'863','6','25','30','N','334736','','734042'
'864','7','30','999','N','334737','','734042'
'865','1','5','10','N','334738','','734043'
'866','2','10','15','N','334739','','734043'
'867','3','15','20','N','334740','','734043'
'868','4','20','25','N','334741','','734043'
'869','5','25','30','N','334742','','734043'
'870','6','30','999','N','334743','','734043'
'871','1','5','10','N','334244','','734050'
'872','2','10','15','N','334245','','734050'
'873','3','15','20','N','334246','','734050'
'874','4','20','25','N','334744','','734050'
'875','5','25','30','N','334745','','734050'
'876','6','30','999','N','334746','','734050'
'877','1','20','25','N','334750','','734051'
'878','2','25','30','N','334751','','734051'
'879','3','30','999','N','334752','','734051'
'880','1','5','10','N','334256','','734052'
'881','2','10','15','N','334257','','734052'
'882','3','15','20','N','334258','','734052'
'883','4','20','25','N','334756','','734052'
'884','5','25','30','N','334757','','734052'
'885','6','30','999','N','334758','','734052'
'886','1','20','25','N','334762','','734053'
'887','2','25','30','N','334763','','734053'
'888','3','30','999','N','334764','','734053'
'889','1','2','5','N','334268','','734060'
'890','2','5','10','N','334768','','734060'
'891','3','10','15','N','334769','','734060'
'892','4','15','20','N','334770','','734060'
'893','5','20','25','N','334771','','734060'
'894','6','25','30','N','334772','','734060'
'895','7','30','999','N','334773','','734060'
'896','1','5','10','N','334774','','734061'
'897','2','10','15','N','334775','','734061'
'898','3','15','20','N','334776','','734061'
'899','4','20','25','N','334777','','734061'
'900','5','25','30','N','334778','','734061'
'901','6','30','999','N','334779','','734061'
'902','1','5','10','N','334780','','734062'
'903','2','10','15','N','334781','','734062'
'904','3','15','20','N','334782','','734062'
'905','4','20','25','N','334783','','734062'
'906','5','25','30','N','334784','','734062'
'907','6','30','999','N','334785','','734062'
'908','1','2','5','N','334286','','734063'
'909','2','5','10','N','334786','','734063'
'910','3','10','15','N','334787','','734063'
'911','4','15','20','N','334788','','734063'
'912','5','20','25','N','334789','','734063'
'913','6','25','30','N','334790','','734063'
'914','7','30','999','N','334791','','734063'
'915','1','5','10','N','334792','','734064'
'916','2','10','15','N','334793','','734064'
'917','3','15','20','N','334794','','734064'
'918','4','20','25','N','334795','','734064'
'919','5','25','30','N','334796','','734064'
'920','6','30','999','N','334797','','734064'
'921','1','5','10','N','334798','','734065'
'922','2','10','15','N','334799','','734065'
'923','3','15','20','N','334800','','734065'
'924','4','20','25','N','334801','','734065'
'925','5','25','30','N','334802','','734065'
'926','6','30','999','N','334803','','734065'
'927','1','2','5','N','334304','','734070'
'928','2','5','10','N','334804','','734070'
'929','3','10','15','N','334805','','734070'
'930','4','15','20','N','334806','','734070'
'931','5','20','25','N','334807','','734070'
'932','6','25','30','N','334808','','734070'
'933','7','30','999','N','334809','','734070'
'934','1','5','10','N','334810','','734071'
'935','2','10','15','N','334811','','734071'
'936','3','15','20','N','334812','','734071'
'937','4','20','25','N','334813','','734071'
'938','5','25','30','N','334814','','734071'
'939','6','30','999','N','334815','','734071'
'940','1','2','5','N','334316','','734072'
'941','2','5','10','N','334816','','734072'
'942','3','10','15','N','334817','','734072'
'943','4','15','20','N','334818','','734072'
'944','5','20','25','N','334819','','734072'
'945','6','25','30','N','334820','','734072'
'946','7','30','999','N','334821','','734072'
'947','1','5','10','N','334822','','734073'
'948','2','10','15','N','334823','','734073'
'949','3','15','20','N','334824','','734073'
'950','4','20','25','N','334825','','734073'
'951','5','25','30','N','334826','','734073'
'952','6','30','999','N','334827','','734073'
'953','1','2','5','N','334328','','734080'
'954','2','5','10','N','334828','','734080'
'955','3','10','15','N','334829','','734080'
'956','4','15','20','N','334830','','734080'
'957','5','20','25','N','334831','','734080'
'958','6','25','30','N','334832','','734080'
'959','7','30','999','N','334833','','734080'
'960','1','5','10','N','334834','','734081'
'961','2','10','15','N','334835','','734081'
'962','3','15','20','N','334836','','734081'
'963','4','20','25','N','334837','','734081'
'964','5','25','30','N','334838','','734081'
'965','6','30','999','N','334839','','734081'
'966','1','2','5','N','334340','','734082'
'967','2','5','10','N','334840','','734082'
'968','3','10','15','N','334841','','734082'
'969','4','15','20','N','334842','','734082'
'970','5','20','25','N','334843','','734082'
'971','6','25','30','N','334844','','734082'
'972','7','30','999','N','334845','','734082'
'973','1','5','10','N','334846','','734083'
'974','2','10','15','N','334847','','734083'
'975','3','15','20','N','334848','','734083'
'976','4','20','25','N','334849','','734083'
'977','5','25','30','N','334850','','734083'
'978','6','30','999','N','334851','','734083'
'979','1','0','10','N','141212','','741000'
'980','2','11','15','N','141213','','741000'
'981','3','16','20','N','141636','','741000'
'982','4','21','25','N','141637','','741000'
'983','5','26','30','N','141638','','741000'
'984','6','31','40','N','141639','','741000'
'985','7','41','50','N','141640','','741000'
'986','8','51','60','N','141641','','741000'
'987','9','61','999','N','141642','','741000'
'988','1','0','10','N','141215','','741001'
'989','2','11','15','N','141216','','741001'
'990','3','16','20','N','141645','','741001'
'991','4','21','25','N','141646','','741001'
'992','5','26','30','N','141647','','741001'
'993','6','31','40','N','141648','','741001'
'994','7','41','50','N','141649','','741001'
'995','8','51','60','N','141650','','741001'
'996','9','61','999','N','141651','','741001'
'997','1','0','10','N','141218','','741002'
'998','2','11','15','N','141219','','741002'
'999','3','16','20','N','141220','','741002'
'1000','4','21','25','N','141654','','741002'
'1001','5','26','30','N','141655','','741002'
'1002','6','31','40','N','141656','','741002'
'1003','7','41','50','N','141657','','741002'
