hatKennzeichnung,gehoertZuTatbestandBE
'3','103700','2014-05-01-00.00.00.0000'
'3','103701','2014-05-01-00.00.00.0000'
'21','103708','2014-05-01-00.00.00.0000'
'11','103709','2014-05-01-00.00.00.0000'
'3','103716','2014-05-01-00.00.00.0000'
'3','103717','2014-05-01-00.00.00.0000'
'3','103718','2014-05-01-00.00.00.0000'
'3','103719','2014-05-01-00.00.00.0000'
'3','103720','2014-05-01-00.00.00.0000'
'3','103721','2014-05-01-00.00.00.0000'
'3','103722','2014-05-01-00.00.00.0000'
'3','103726','2014-05-01-00.00.00.0000'
'3','103727','2014-05-01-00.00.00.0000'
'3','103728','2014-05-01-00.00.00.0000'
'3','103729','2014-05-01-00.00.00.0000'
'3','103730','2014-05-01-00.00.00.0000'
'3','103731','2014-05-01-00.00.00.0000'
'3','103732','2014-05-01-00.00.00.0000'
'3','103733','2014-05-01-00.00.00.0000'
'3','103734','2014-05-01-00.00.00.0000'
'3','103737','2014-05-01-00.00.00.0000'
'3','103740','2014-05-01-00.00.00.0000'
'3','103741','2014-05-01-00.00.00.0000'
'3','103742','2014-05-01-00.00.00.0000'
'3','103743','2014-05-01-00.00.00.0000'
'3','103744','2014-05-01-00.00.00.0000'
'3','103745','2014-05-01-00.00.00.0000'
'3','103746','2014-05-01-00.00.00.0000'
'3','103750','2014-05-01-00.00.00.0000'
'3','103751','2014-05-01-00.00.00.0000'
'3','103752','2014-05-01-00.00.00.0000'
'3','103753','2014-05-01-00.00.00.0000'
'3','103754','2014-05-01-00.00.00.0000'
'3','103755','2014-05-01-00.00.00.0000'
'3','103756','2014-05-01-00.00.00.0000'
'3','103757','2014-05-01-00.00.00.0000'
'3','103758','2014-05-01-00.00.00.0000'
'3','103762','2014-05-01-00.00.00.0000'
'3','103763','2014-05-01-00.00.00.0000'
'3','103764','2014-05-01-00.00.00.0000'
'3','103765','2014-05-01-00.00.00.0000'
'3','103766','2014-05-01-00.00.00.0000'
'3','103767','2014-05-01-00.00.00.0000'
'3','103768','2014-05-01-00.00.00.0000'
'3','103774','2014-05-01-00.00.00.0000'
'3','103775','2014-05-01-00.00.00.0000'
'3','103776','2014-05-01-00.00.00.0000'
'3','103777','2014-05-01-00.00.00.0000'
'3','103778','2014-05-01-00.00.00.0000'
'3','103779','2014-05-01-00.00.00.0000'
'3','103780','2014-05-01-00.00.00.0000'
'3','103786','2014-05-01-00.00.00.0000'
'3','103787','2014-05-01-00.00.00.0000'
'3','103788','2014-05-01-00.00.00.0000'
'3','103789','2014-05-01-00.00.00.0000'
'3','103790','2014-05-01-00.00.00.0000'
'3','103791','2014-05-01-00.00.00.0000'
'3','103792','2014-05-01-00.00.00.0000'
'3','103798','2014-05-01-00.00.00.0000'
'3','103799','2014-05-01-00.00.00.0000'
'3','103800','2014-05-01-00.00.00.0000'
'3','103801','2014-05-01-00.00.00.0000'
'3','103802','2014-05-01-00.00.00.0000'
'3','103803','2014-05-01-00.00.00.0000'
'3','103804','2014-05-01-00.00.00.0000'
'3','103809','2014-05-01-00.00.00.0000'
'3','103810','2014-05-01-00.00.00.0000'
'3','103811','2014-05-01-00.00.00.0000'
'3','103812','2014-05-01-00.00.00.0000'
'3','103813','2014-05-01-00.00.00.0000'
'3','103814','2014-05-01-00.00.00.0000'
'3','103815','2014-05-01-00.00.00.0000'
'3','103816','2014-05-01-00.00.00.0000'
'3','103822','2014-05-01-00.00.00.0000'
'3','103823','2014-05-01-00.00.00.0000'
'3','103824','2014-05-01-00.00.00.0000'
'3','103825','2014-05-01-00.00.00.0000'
'3','103826','2014-05-01-00.00.00.0000'
'3','103827','2014-05-01-00.00.00.0000'
'3','103828','2014-05-01-00.00.00.0000'
'3','103834','2014-05-01-00.00.00.0000'
'3','103835','2014-05-01-00.00.00.0000'
'3','103836','2014-05-01-00.00.00.0000'
'3','103837','2014-05-01-00.00.00.0000'
'3','103838','2014-05-01-00.00.00.0000'
'3','103839','2014-05-01-00.00.00.0000'
'3','103840','2014-05-01-00.00.00.0000'
'3','103846','2014-05-01-00.00.00.0000'
'3','103847','2014-05-01-00.00.00.0000'
'3','103848','2014-05-01-00.00.00.0000'
'3','103849','2014-05-01-00.00.00.0000'
'3','103850','2014-05-01-00.00.00.0000'
'3','103851','2014-05-01-00.00.00.0000'
'3','103852','2014-05-01-00.00.00.0000'
'11','103854','2014-05-01-00.00.00.0000'
'4','104100','2014-05-01-00.00.00.0000'
'4','104101','2014-05-01-00.00.00.0000'
'4','104102','2014-05-01-00.00.00.0000'
'4','104106','2014-05-01-00.00.00.0000'
'4','104112','2014-05-01-00.00.00.0000'
'21','104118','2014-05-01-00.00.00.0000'
'11','104119','2014-05-01-00.00.00.0000'
'4','104124','2014-05-01-00.00.00.0000'
'4','104600','2014-05-01-00.00.00.0000'
'4','104601','2014-05-01-00.00.00.0000'
'4','104602','2014-05-01-00.00.00.0000'
'4','104603','2014-05-01-00.00.00.0000'
'4','104604','2014-05-01-00.00.00.0000'
'4','104606','2014-05-01-00.00.00.0000'
'4','104607','2014-05-01-00.00.00.0000'
'4','104608','2014-05-01-00.00.00.0000'
'4','104609','2014-05-01-00.00.00.0000'
'4','104610','2014-05-01-00.00.00.0000'
'4','104612','2014-05-01-00.00.00.0000'
'4','104613','2014-05-01-00.00.00.0000'
'4','104614','2014-05-01-00.00.00.0000'
'4','104615','2014-05-01-00.00.00.0000'
'4','104616','2014-05-01-00.00.00.0000'
'4','104618','2014-05-01-00.00.00.0000'
'4','104619','2014-05-01-00.00.00.0000'
'4','104620','2014-05-01-00.00.00.0000'
'4','104621','2014-05-01-00.00.00.0000'
'4','104622','2014-05-01-00.00.00.0000'
'4','104624','2014-05-01-00.00.00.0000'
'4','104625','2014-05-01-00.00.00.0000'
'4','104626','2014-05-01-00.00.00.0000'
'4','104627','2014-05-01-00.00.00.0000'
'4','104628','2014-05-01-00.00.00.0000'
'4','104630','2014-05-01-00.00.00.0000'
'4','104631','2014-05-01-00.00.00.0000'
'4','104632','2014-05-01-00.00.00.0000'
'4','104633','2014-05-01-00.00.00.0000'
'4','104634','2014-05-01-00.00.00.0000'
'4','104636','2014-05-01-00.00.00.0000'
'4','104642','2014-05-01-00.00.00.0000'
'0','105000','2014-05-01-00.00.00.0000'
'0','105006','2014-05-01-00.00.00.0000'
'0','105100','2014-05-01-00.00.00.0000'
'11','105101','2014-05-01-00.00.00.0000'
'0','105112','2014-05-01-00.00.00.0000'
'11','105113','2014-05-01-00.00.00.0000'
'0','105118','2014-05-01-00.00.00.0000'
'0','105119','2014-05-01-00.00.00.0000'
'0','105124','2014-05-01-00.00.00.0000'
'21','105125','2014-05-01-00.00.00.0000'
'11','105126','2014-05-01-00.00.00.0000'
'0','105130','2014-05-01-00.00.00.0000'
'0','105131','2014-05-01-00.00.00.0000'
'21','105132','2014-05-01-00.00.00.0000'
'0','105136','2014-05-01-00.00.00.0000'
'21','105137','2014-05-01-00.00.00.0000'
'0','105142','2014-05-01-00.00.00.0000'
'0','105148','2014-05-01-00.00.00.0000'
'0','105154','2014-05-01-00.00.00.0000'
'11','105155','2014-05-01-00.00.00.0000'
'0','105600','2014-05-01-00.00.00.0000'
'21','105601','2014-05-01-00.00.00.0000'
'11','105602','2014-05-01-00.00.00.0000'
'0','105604','2014-05-01-00.00.00.0000'
'11','105605','2014-05-01-00.00.00.0000'
'0','105606','2014-05-01-00.00.00.0000'
'21','105607','2014-05-01-00.00.00.0000'
'11','105608','2014-05-01-00.00.00.0000'
'0','105609','2014-05-01-00.00.00.0000'
'21','105610','2014-05-01-00.00.00.0000'
'11','105611','2014-05-01-00.00.00.0000'
'0','105612','2014-05-01-00.00.00.0000'
'21','105613','2014-05-01-00.00.00.0000'
'11','105614','2014-05-01-00.00.00.0000'
'0','105615','2014-05-01-00.00.00.0000'
'21','105616','2014-05-01-00.00.00.0000'
'21','105617','2014-05-01-00.00.00.0000'
'12','105618','2014-05-01-00.00.00.0000'
'12','105619','2014-05-01-00.00.00.0000'
'11','105620','2014-05-01-00.00.00.0000'
'12','105620','2014-05-01-00.00.00.0000'
'12','105624','2014-05-01-00.00.00.0000'
'12','105625','2014-05-01-00.00.00.0000'
'11','105626','2014-05-01-00.00.00.0000'
'12','105626','2014-05-01-00.00.00.0000'
'0','105630','2014-05-01-00.00.00.0000'
'21','105631','2014-05-01-00.00.00.0000'
'11','105632','2014-05-01-00.00.00.0000'
'0','105636','2014-05-01-00.00.00.0000'
'21','105637','2014-05-01-00.00.00.0000'
'11','105638','2014-05-01-00.00.00.0000'
'0','105642','2014-05-01-00.00.00.0000'
'21','105643','2014-05-01-00.00.00.0000'
'11','105644','2014-05-01-00.00.00.0000'
'0','105648','2014-05-01-00.00.00.0000'
'21','105649','2014-05-01-00.00.00.0000'
'11','105650','2014-05-01-00.00.00.0000'
'0','105660','2014-05-01-00.00.00.0000'
'21','105661','2014-05-01-00.00.00.0000'
'11','105662','2014-05-01-00.00.00.0000'
'0','105666','2014-05-01-00.00.00.0000'
'21','105667','2014-05-01-00.00.00.0000'
'11','105668','2014-05-01-00.00.00.0000'
'21','105672','2014-05-01-00.00.00.0000'
'11','105673','2014-05-01-00.00.00.0000'
'0','106100','2014-05-01-00.00.00.0000'
'21','106101','2014-05-01-00.00.00.0000'
'11','106102','2014-05-01-00.00.00.0000'
'0','106106','2014-05-01-00.00.00.0000'
'0','106112','2014-05-01-00.00.00.0000'
'0','107012','2014-05-01-00.00.00.0000'
'0','107013','2014-05-01-00.00.00.0000'
'21','107018','2014-05-01-00.00.00.0000'
'21','107019','2014-05-01-00.00.00.0000'
'21','107100','2014-05-01-00.00.00.0000'
'11','107101','2014-05-01-00.00.00.0000'
'0','107106','2014-05-01-00.00.00.0000'
'0','107112','2014-05-01-00.00.00.0000'
'0','107113','2014-05-01-00.00.00.0000'
'0','107118','2014-05-01-00.00.00.0000'
'0','107119','2014-05-01-00.00.00.0000'
'0','107124','2014-05-01-00.00.00.0000'
'0','107130','2014-05-01-00.00.00.0000'
'0','107136','2014-05-01-00.00.00.0000'
'0','107600','2014-05-01-00.00.00.0000'
'0','107601','2014-05-01-00.00.00.0000'
'0','107606','2014-05-01-00.00.00.0000'
'0','107607','2014-05-01-00.00.00.0000'
'0','107612','2014-05-01-00.00.00.0000'
'0','107613','2014-05-01-00.00.00.0000'
'0','108100','2014-05-01-00.00.00.0000'
'0','108106','2014-05-01-00.00.00.0000'
'0','108112','2014-05-01-00.00.00.0000'
'0','108118','2014-05-01-00.00.00.0000'
'0','108600','2014-05-01-00.00.00.0000'
'11','108601','2014-05-01-00.00.00.0000'
'21','108606','2014-05-01-00.00.00.0000'
'11','108607','2014-05-01-00.00.00.0000'
'21','108612','2014-05-01-00.00.00.0000'
'11','108613','2014-05-01-00.00.00.0000'
'0','109100','2014-05-01-00.00.00.0000'
'21','109101','2014-05-01-00.00.00.0000'
'11','109102','2014-05-01-00.00.00.0000'
'0','109106','2014-05-01-00.00.00.0000'
'21','109107','2014-05-01-00.00.00.0000'
'11','109108','2014-05-01-00.00.00.0000'
'0','109112','2014-05-01-00.00.00.0000'
'21','109113','2014-05-01-00.00.00.0000'
'11','109114','2014-05-01-00.00.00.0000'
'0','109118','2014-05-01-00.00.00.0000'
'0','109136','2014-05-01-00.00.00.0000'
'0','109142','2014-05-01-00.00.00.0000'
'0','109148','2014-05-01-00.00.00.0000'
'0','109172','2014-05-01-00.00.00.0000'
'0','109177','2014-05-01-00.00.00.0000'
'0','109178','2014-05-01-00.00.00.0000'
'21','109179','2014-05-01-00.00.00.0000'
'11','109180','2014-05-01-00.00.00.0000'
'0','109183','2014-05-01-00.00.00.0000'
'0','109184','2014-05-01-00.00.00.0000'
'21','109185','2014-05-01-00.00.00.0000'
'11','109186','2014-05-01-00.00.00.0000'
'21','109600','2014-05-01-00.00.00.0000'
'11','109601','2014-05-01-00.00.00.0000'
'21','109606','2014-05-01-00.00.00.0000'
'11','109607','2014-05-01-00.00.00.0000'
'21','109612','2014-05-01-00.00.00.0000'
'11','109613','2014-05-01-00.00.00.0000'
'21','109618','2014-05-01-00.00.00.0000'
'11','109619','2014-05-01-00.00.00.0000'
'21','109624','2014-05-01-00.00.00.0000'
'11','109625','2014-05-01-00.00.00.0000'
'21','109630','2014-05-01-00.00.00.0000'
'11','109631','2014-05-01-00.00.00.0000'
'21','109636','2014-05-01-00.00.00.0000'
'11','109637','2014-05-01-00.00.00.0000'
'21','109637','2014-05-01-00.00.00.0000'
'21','109642','2014-05-01-00.00.00.0000'
'11','109643','2014-05-01-00.00.00.0000'
'21','109643','2014-05-01-00.00.00.0000'
'21','109648','2014-05-01-00.00.00.0000'
'11','109649','2014-05-01-00.00.00.0000'
'21','109649','2014-05-01-00.00.00.0000'
'21','109654','2014-05-01-00.00.00.0000'
'11','109655','2014-05-01-00.00.00.0000'
'21','110100','2014-05-01-00.00.00.0000'
'11','110101','2014-05-01-00.00.00.0000'
'21','110106','2014-05-01-00.00.00.0000'
'11','110107','2014-05-01-00.00.00.0000'
'21','110112','2014-05-01-00.00.00.0000'
'11','110113','2014-05-01-00.00.00.0000'
'21','110118','2014-05-01-00.00.00.0000'
'11','110119','2014-05-01-00.00.00.0000'
'21','110124','2014-05-01-00.00.00.0000'
'11','110125','2014-05-01-00.00.00.0000'
'21','110130','2014-05-01-00.00.00.0000'
'11','110131','2014-05-01-00.00.00.0000'
'0','110142','2014-05-01-00.00.00.0000'
'0','110148','2014-05-01-00.00.00.0000'
'0','110154','2014-05-01-00.00.00.0000'
'0','110160','2014-05-01-00.00.00.0000'
'0','110166','2014-05-01-00.00.00.0000'
'0','110172','2014-05-01-00.00.00.0000'
'0','111100','2014-05-01-00.00.00.0000'
'11','111101','2014-05-01-00.00.00.0000'
'0','111106','2014-05-01-00.00.00.0000'
'1','112040','2014-05-01-00.00.00.0000'
'1','112041','2014-05-01-00.00.00.0000'
'1','112042','2014-05-01-00.00.00.0000'
'1','112043','2014-05-01-00.00.00.0000'
'1','112044','2014-05-01-00.00.00.0000'
'1','112045','2014-05-01-00.00.00.0000'
'1','112050','2014-05-01-00.00.00.0000'
'1','112051','2014-05-01-00.00.00.0000'
'1','112060','2014-05-01-00.00.00.0000'
'1','112061','2014-05-01-00.00.00.0000'
'1','112062','2014-05-01-00.00.00.0000'
'1','112063','2014-05-01-00.00.00.0000'
'1','112064','2014-05-01-00.00.00.0000'
'1','112065','2014-05-01-00.00.00.0000'
'1','112076','2014-05-01-00.00.00.0000'
'1','112080','2014-05-01-00.00.00.0000'
'1','112081','2014-05-01-00.00.00.0000'
'1','112100','2014-05-01-00.00.00.0000'
'1','112101','2014-05-01-00.00.00.0000'
'1','112102','2014-05-01-00.00.00.0000'
'1','112103','2014-05-01-00.00.00.0000'
'1','112104','2014-05-01-00.00.00.0000'
'1','112105','2014-05-01-00.00.00.0000'
'1','112110','2014-05-01-00.00.00.0000'
'1','112111','2014-05-01-00.00.00.0000'
'1','112112','2014-05-01-00.00.00.0000'
'1','112113','2014-05-01-00.00.00.0000'
'1','112114','2014-05-01-00.00.00.0000'
'1','112115','2014-05-01-00.00.00.0000'
'1','112120','2014-05-01-00.00.00.0000'
'1','112121','2014-05-01-00.00.00.0000'
'1','112210','2014-05-01-00.00.00.0000'
'1','112211','2014-05-01-00.00.00.0000'
'1','112216','2014-05-01-00.00.00.0000'
'1','112262','2014-05-01-00.00.00.0000'
'1','112263','2014-05-01-00.00.00.0000'
'1','112264','2014-05-01-00.00.00.0000'
'1','112265','2014-05-01-00.00.00.0000'
'1','112272','2014-05-01-00.00.00.0000'
'1','112273','2014-05-01-00.00.00.0000'
'1','112274','2014-05-01-00.00.00.0000'
'1','112275','2014-05-01-00.00.00.0000'
'1','112282','2014-05-01-00.00.00.0000'
'1','112283','2014-05-01-00.00.00.0000'
'1','112284','2014-05-01-00.00.00.0000'
'1','112285','2014-05-01-00.00.00.0000'
'1','112292','2014-05-01-00.00.00.0000'
'1','112293','2014-05-01-00.00.00.0000'
'1','112294','2014-05-01-00.00.00.0000'
'1','112295','2014-05-01-00.00.00.0000'
'1','112302','2014-05-01-00.00.00.0000'
'1','112303','2014-05-01-00.00.00.0000'
'1','112304','2014-05-01-00.00.00.0000'
'1','112305','2014-05-01-00.00.00.0000'
'1','112322','2014-05-01-00.00.00.0000'
'1','112323','2014-05-01-00.00.00.0000'
'1','112324','2014-05-01-00.00.00.0000'
'1','112325','2014-05-01-00.00.00.0000'
'1','112372','2014-05-01-00.00.00.0000'
'1','112373','2014-05-01-00.00.00.0000'
'1','112374','2014-05-01-00.00.00.0000'
'1','112375','2014-05-01-00.00.00.0000'
'1','112396','2014-05-01-00.00.00.0000'
'1','112397','2014-05-01-00.00.00.0000'
'1','112398','2014-05-01-00.00.00.0000'
'1','112402','2014-05-01-00.00.00.0000'
'1','112403','2014-05-01-00.00.00.0000'
'1','112404','2014-05-01-00.00.00.0000'
'1','112405','2014-05-01-00.00.00.0000'
'1','112410','2014-05-01-00.00.00.0000'
'1','112411','2014-05-01-00.00.00.0000'
'1','112412','2014-05-01-00.00.00.0000'
'1','112413','2014-05-01-00.00.00.0000'
'1','112414','2014-05-01-00.00.00.0000'
'1','112415','2014-05-01-00.00.00.0000'
'1','112426','2014-05-01-00.00.00.0000'
'1','112427','2014-05-01-00.00.00.0000'
'1','112428','2014-05-01-00.00.00.0000'
'1','112429','2014-05-01-00.00.00.0000'
'1','112432','2014-05-01-00.00.00.0000'
'1','112433','2014-05-01-00.00.00.0000'
'1','112434','2014-05-01-00.00.00.0000'
'1','112435','2014-05-01-00.00.00.0000'
'1','112442','2014-05-01-00.00.00.0000'
'1','112443','2014-05-01-00.00.00.0000'
'1','112444','2014-05-01-00.00.00.0000'
'1','112445','2014-05-01-00.00.00.0000'
'1','112446','2014-05-01-00.00.00.0000'
'1','112456','2014-05-01-00.00.00.0000'
'1','112600','2014-05-01-00.00.00.0000'
'1','112606','2014-05-01-00.00.00.0000'
'1','112612','2014-05-01-00.00.00.0000'
'1','113100','2014-05-01-00.00.00.0000'
'1','113101','2014-05-01-00.00.00.0000'
'1','113102','2014-05-01-00.00.00.0000'
'1','113103','2014-05-01-00.00.00.0000'
'1','113104','2014-05-01-00.00.00.0000'
'1','113120','2014-05-01-00.00.00.0000'
'1','113121','2014-05-01-00.00.00.0000'
'1','113122','2014-05-01-00.00.00.0000'
'1','113123','2014-05-01-00.00.00.0000'
'1','113124','2014-05-01-00.00.00.0000'
'1','113140','2014-05-01-00.00.00.0000'
'1','113141','2014-05-01-00.00.00.0000'
'1','113142','2014-05-01-00.00.00.0000'
'1','113143','2014-05-01-00.00.00.0000'
'1','113144','2014-05-01-00.00.00.0000'
'1','113150','2014-05-01-00.00.00.0000'
'1','113151','2014-05-01-00.00.00.0000'
'1','113152','2014-05-01-00.00.00.0000'
'1','113153','2014-05-01-00.00.00.0000'
'1','113154','2014-05-01-00.00.00.0000'
'1','113160','2014-05-01-00.00.00.0000'
'1','113161','2014-05-01-00.00.00.0000'
'1','113162','2014-05-01-00.00.00.0000'
'1','113163','2014-05-01-00.00.00.0000'
'1','113164','2014-05-01-00.00.00.0000'
'1','113180','2014-05-01-00.00.00.0000'
'1','113181','2014-05-01-00.00.00.0000'
'1','113182','2014-05-01-00.00.00.0000'
'1','113183','2014-05-01-00.00.00.0000'
'1','113184','2014-05-01-00.00.00.0000'
'1','113200','2014-05-01-00.00.00.0000'
'1','113201','2014-05-01-00.00.00.0000'
'1','113202','2014-05-01-00.00.00.0000'
'1','113203','2014-05-01-00.00.00.0000'
'1','113204','2014-05-01-00.00.00.0000'
'1','113220','2014-05-01-00.00.00.0000'
'1','113221','2014-05-01-00.00.00.0000'
'1','113222','2014-05-01-00.00.00.0000'
'1','113223','2014-05-01-00.00.00.0000'
'1','113224','2014-05-01-00.00.00.0000'
'1','113240','2014-05-01-00.00.00.0000'
'1','113241','2014-05-01-00.00.00.0000'
'1','113242','2014-05-01-00.00.00.0000'
'1','113243','2014-05-01-00.00.00.0000'
'1','113244','2014-05-01-00.00.00.0000'
'1','113260','2014-05-01-00.00.00.0000'
'1','113261','2014-05-01-00.00.00.0000'
'1','113262','2014-05-01-00.00.00.0000'
'1','113263','2014-05-01-00.00.00.0000'
'1','113264','2014-05-01-00.00.00.0000'
'1','113280','2014-05-01-00.00.00.0000'
'1','113281','2014-05-01-00.00.00.0000'
'1','113282','2014-05-01-00.00.00.0000'
'1','113283','2014-05-01-00.00.00.0000'
'1','113284','2014-05-01-00.00.00.0000'
'1','113300','2014-05-01-00.00.00.0000'
'1','113301','2014-05-01-00.00.00.0000'
'1','113302','2014-05-01-00.00.00.0000'
'1','113303','2014-05-01-00.00.00.0000'
'1','113304','2014-05-01-00.00.00.0000'
'1','113320','2014-05-01-00.00.00.0000'
'1','113321','2014-05-01-00.00.00.0000'
'1','113322','2014-05-01-00.00.00.0000'
'1','113323','2014-05-01-00.00.00.0000'
'1','113324','2014-05-01-00.00.00.0000'
'1','113330','2014-05-01-00.00.00.0000'
'1','113331','2014-05-01-00.00.00.0000'
'1','113332','2014-05-01-00.00.00.0000'
'1','113333','2014-05-01-00.00.00.0000'
'1','113334','2014-05-01-00.00.00.0000'
'1','113340','2014-05-01-00.00.00.0000'
'1','113341','2014-05-01-00.00.00.0000'
'1','113342','2014-05-01-00.00.00.0000'
'1','113343','2014-05-01-00.00.00.0000'
'1','113344','2014-05-01-00.00.00.0000'
'1','113350','2014-05-01-00.00.00.0000'
'1','113351','2014-05-01-00.00.00.0000'
'1','113352','2014-05-01-00.00.00.0000'
'1','113353','2014-05-01-00.00.00.0000'
'1','113354','2014-05-01-00.00.00.0000'
'0','114000','2014-05-01-00.00.00.0000'
'21','114100','2014-05-01-00.00.00.0000'
'11','114106','2014-05-01-00.00.00.0000'
'0','114112','2014-05-01-00.00.00.0000'
'11','114118','2014-05-01-00.00.00.0000'
'0','115000','2014-05-01-00.00.00.0000'
'0','115006','2014-05-01-00.00.00.0000'
'0','115012','2014-05-01-00.00.00.0000'
'0','115100','2014-05-01-00.00.00.0000'
'0','115106','2014-05-01-00.00.00.0000'
'0','115112','2014-05-01-00.00.00.0000'
'0','115118','2014-05-01-00.00.00.0000'
'21','115600','2014-05-01-00.00.00.0000'
'11','115601','2014-05-01-00.00.00.0000'
'21','115606','2014-05-01-00.00.00.0000'
'11','115607','2014-05-01-00.00.00.0000'
'0','116000','2014-05-01-00.00.00.0000'
'0','116006','2014-05-01-00.00.00.0000'
'0','116100','2014-05-01-00.00.00.0000'
'0','116106','2014-05-01-00.00.00.0000'
'0','116112','2014-05-01-00.00.00.0000'
'0','116118','2014-05-01-00.00.00.0000'
'0','116124','2014-05-01-00.00.00.0000'
'0','116130','2014-05-01-00.00.00.0000'
'0','116136','2014-05-01-00.00.00.0000'
'0','116142','2014-05-01-00.00.00.0000'
'0','117100','2014-05-01-00.00.00.0000'
'21','117101','2014-05-01-00.00.00.0000'
'11','117102','2014-05-01-00.00.00.0000'
'0','117106','2014-05-01-00.00.00.0000'
'21','117107','2014-05-01-00.00.00.0000'
'11','117108','2014-05-01-00.00.00.0000'
'0','117112','2014-05-01-00.00.00.0000'
'21','117113','2014-05-01-00.00.00.0000'
'11','117114','2014-05-01-00.00.00.0000'
'0','117118','2014-05-01-00.00.00.0000'
'21','117119','2014-05-01-00.00.00.0000'
'11','117120','2014-05-01-00.00.00.0000'
'0','117124','2014-05-01-00.00.00.0000'
'21','117125','2014-05-01-00.00.00.0000'
'11','117126','2014-05-01-00.00.00.0000'
'0','117130','2014-05-01-00.00.00.0000'
'21','117131','2014-05-01-00.00.00.0000'
'11','117132','2014-05-01-00.00.00.0000'
'0','117136','2014-05-01-00.00.00.0000'
'21','117137','2014-05-01-00.00.00.0000'
'11','117138','2014-05-01-00.00.00.0000'
'0','117142','2014-05-01-00.00.00.0000'
'21','117143','2014-05-01-00.00.00.0000'
'11','117144','2014-05-01-00.00.00.0000'
'0','117148','2014-05-01-00.00.00.0000'
'21','117149','2014-05-01-00.00.00.0000'
'11','117150','2014-05-01-00.00.00.0000'
'0','117154','2014-05-01-00.00.00.0000'
'11','117155','2014-05-01-00.00.00.0000'
'0','117160','2014-05-01-00.00.00.0000'
'11','117161','2014-05-01-00.00.00.0000'
'1','117166','2014-05-01-00.00.00.0000'
'11','117167','2014-05-01-00.00.00.0000'
'1','117172','2014-05-01-00.00.00.0000'
'11','117173','2014-05-01-00.00.00.0000'
'0','117178','2014-05-01-00.00.00.0000'
'11','117179','2014-05-01-00.00.00.0000'
'0','117184','2014-05-01-00.00.00.0000'
'21','117185','2014-05-01-00.00.00.0000'
'11','117186','2014-05-01-00.00.00.0000'
'0','117600','2014-05-01-00.00.00.0000'
'21','117601','2014-05-01-00.00.00.0000'
'11','117602','2014-05-01-00.00.00.0000'
'1','118012','2014-05-01-00.00.00.0000'
'0','118100','2014-05-01-00.00.00.0000'
'0','118106','2014-05-01-00.00.00.0000'
'0','118112','2014-05-01-00.00.00.0000'
'0','118118','2014-05-01-00.00.00.0000'
'0','118124','2014-05-01-00.00.00.0000'
'0','118130','2014-05-01-00.00.00.0000'
'0','118136','2014-05-01-00.00.00.0000'
'0','118142','2014-05-01-00.00.00.0000'
'0','118148','2014-05-01-00.00.00.0000'
'3','118160','2014-05-01-00.00.00.0000'
'3','118161','2014-05-01-00.00.00.0000'
'3','118166','2014-05-01-00.00.00.0000'
'3','118167','2014-05-01-00.00.00.0000'
'1','118178','2014-05-01-00.00.00.0000'
'0','118184','2014-05-01-00.00.00.0000'
'0','118190','2014-05-01-00.00.00.0000'
'0','118196','2014-05-01-00.00.00.0000'
'0','118202','2014-05-01-00.00.00.0000'
'0','118500','2014-05-01-00.00.00.0000'
'0','118506','2014-05-01-00.00.00.0000'
'0','118512','2014-05-01-00.00.00.0000'
'0','118600','2014-05-01-00.00.00.0000'
'0','118606','2014-05-01-00.00.00.0000'
'21','118612','2014-05-01-00.00.00.0000'
'11','118613','2014-05-01-00.00.00.0000'
'21','118618','2014-05-01-00.00.00.0000'
'11','118619','2014-05-01-00.00.00.0000'
'0','118624','2014-05-01-00.00.00.0000'
'21','118625','2014-05-01-00.00.00.0000'
'11','118626','2014-05-01-00.00.00.0000'
'3','118630','2014-05-01-00.00.00.0000'
'3','118631','2014-05-01-00.00.00.0000'
'3','118632','2014-05-01-00.00.00.0000'
'3','118633','2014-05-01-00.00.00.0000'
'3','118634','2014-05-01-00.00.00.0000'
'3','118635','2014-05-01-00.00.00.0000'
'3','118636','2014-05-01-00.00.00.0000'
'3','118637','2014-05-01-00.00.00.0000'
'3','118638','2014-05-01-00.00.00.0000'
'3','118642','2014-05-01-00.00.00.0000'
'3','118643','2014-05-01-00.00.00.0000'
'3','118644','2014-05-01-00.00.00.0000'
'3','118645','2014-05-01-00.00.00.0000'
'3','118646','2014-05-01-00.00.00.0000'
'3','118647','2014-05-01-00.00.00.0000'
'3','118648','2014-05-01-00.00.00.0000'
'3','118649','2014-05-01-00.00.00.0000'
'3','118650','2014-05-01-00.00.00.0000'
'0','118666','2014-05-01-00.00.00.0000'
'21','118667','2014-05-01-00.00.00.0000'
'11','118668','2014-05-01-00.00.00.0000'
'0','118672','2014-05-01-00.00.00.0000'
'21','118673','2014-05-01-00.00.00.0000'
'11','118674','2014-05-01-00.00.00.0000'
'17','118678','2014-05-01-00.00.00.0000'
'17','118679','2014-05-01-00.00.00.0000'
'11','118680','2014-05-01-00.00.00.0000'
'17','118680','2014-05-01-00.00.00.0000'
'17','118684','2014-05-01-00.00.00.0000'
'17','118685','2014-05-01-00.00.00.0000'
'11','118686','2014-05-01-00.00.00.0000'
'17','118686','2014-05-01-00.00.00.0000'
'0','118690','2014-05-01-00.00.00.0000'
'21','118691','2014-05-01-00.00.00.0000'
